/home/benjamin/Documents/test_rust/gzip_parser/test.pairs.gz.stats.tsv
         3717729 function calls (3631924 primitive calls) in 24.237 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:443(__setattr__)
        1    0.000    0.000    0.003    0.003 lowering.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _axis_nan_policy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ransac.py:82(RANSACRegressor)
       16    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 dufunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integer.py:1(<module>)
       49    0.000    0.000    0.000    0.000 warnings.py:456(__init__)
        1    0.000    0.000    0.000    0.000 axis3d.py:38(Axis)
       33    0.000    0.000    0.000    0.000 normalizer.py:98(decorator)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6754(refer_to_array_attribute)
        1    0.000    0.000    0.001    0.001 nrtopt.py:1(<module>)
        1    0.000    0.000    0.004    0.004 eager.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _minpack_py.py:1(<module>)
        6    0.000    0.000    0.000    0.000 functions.py:524(__init__)
        1    0.000    0.000    0.001    0.001 _core.py:1(<module>)
        1    0.000    0.000    0.002    0.002 names.py:1(<module>)
        1    0.000    0.000    0.000    0.000 url_safe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:273(__repr__)
        1    0.000    0.000    0.004    0.004 ioloop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fftlog_backend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 date_range.py:1(<module>)
       53    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.003    0.003 mbcsgroupprober.py:1(<module>)
        1    0.000    0.000   21.915   21.915 core.py:1654(invoke)
        1    0.000    0.000    0.000    0.000 instructions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
       40    0.000    0.000    0.000    0.000 argparse.py:845(__init__)
       19    0.000    0.000    0.000    0.000 version.py:65(parse)
        1    0.000    0.000    0.001    0.001 nrt.py:1(<module>)
       70    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
        7    0.000    0.000    0.000    0.000 expatbuilder.py:174(install)
        1    0.000    0.000    0.000    0.000 __init__.py:34(_build_functions)
       53    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
     10/4    0.000    0.000    0.000    0.000 core.py:4226(streamline)
        1    0.000    0.000    0.000    0.000 xml.py:1(<module>)
        1    0.000    0.000    0.001    0.001 base_value.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.unlink}
       52    0.000    0.000    0.000    0.000 _docscrape.py:434(_str_signature)
        1    0.000    0.000    0.024    0.024 pyarrow.py:1(<module>)
      133    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        8    0.000    0.000    0.001    0.000 core.py:2886(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 info.py:1(<module>)
        4    0.000    0.000    0.000    0.000 core.py:1486(__mul__)
       14    0.000    0.000    0.000    0.000 decorators.py:171(command)
        1    0.000    0.000    0.000    0.000 app.py:282(__init__)
        1    0.000    0.000    0.013    0.013 assembly.py:1(<module>)
        2    0.000    0.000    0.013    0.006 utils.py:191(regex_chooser)
        1    0.000    0.000    0.064    0.064 _validate.py:1(<module>)
        2    0.000    0.000    0.000    0.000 dummy.py:1(<module>)
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
        3    0.000    0.000    0.000    0.000 blas.py:326(_get_funcs)
       13    0.000    0.000    0.000    0.000 expr.py:188(_filter_nodes)
       28    0.000    0.000    0.002    0.000 _basic.py:16(_dispatch)
        1    0.000    0.000    0.000    0.000 dop853_coefficients.py:1(<module>)
       16    0.000    0.000    0.001    0.000 _configs.py:44(get_combined_config)
      117    0.000    0.000    0.000    0.000 docscrape.py:68(__getitem__)
       18    0.000    0.000    0.000    0.000 argparse.py:951(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:61(_spbase)
        1    0.000    0.000    0.003    0.003 configurable.py:1(<module>)
      104    0.000    0.000    0.000    0.000 typing.py:2786(<genexpr>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getitem.py:1(<module>)
       41    0.000    0.000    0.000    0.000 inspect.py:420(iscoroutinefunction)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1675(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 _classes.py:95(BaseDecisionTree)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 _lda.py:163(LatentDirichletAllocation)
        2    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _chunking.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ivp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        8    0.000    0.000    0.000    0.000 application.py:106(catch_config_error)
        1    0.000    0.000    0.001    0.001 least_squares.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:290(Process)
        1    0.000    0.000    0.048    0.048 _dbscan.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _locale.localeconv}
        1    0.000    0.000    0.000    0.000 _mean_shift.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctx.py:1(<module>)
       50    0.000    0.000    0.000    0.000 selectors.py:215(_fileobj_lookup)
        1    0.000    0.000    0.000    0.000 _distr_params.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _core.py:639(PlotAccessor)
        1    0.000    0.000    0.000    0.000 _enums.py:1(<module>)
        4    0.000    0.000    0.000    0.000 inspect.py:3081(_hash_basis)
        1    0.000    0.000    0.000    0.000 int_range.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:324(f)
        3    0.000    0.000    0.005    0.002 __init__.py:343(__init__)
        4    0.000    0.000    0.000    0.000 colors.py:1739(Norm)
       21    0.000    0.000    0.000    0.000 _docstring.py:71(update)
      138    0.000    0.000    0.000    0.000 __init__.py:247(<genexpr>)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        1    0.000    0.000    0.000    0.000 printing.py:1(<module>)
       10    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
       51    0.000    0.000    0.000    0.000 core.py:2409(_generateDefaultName)
        1    0.000    0.000    0.003    0.003 concurrent.py:1(<module>)
        2    0.000    0.000    0.000    0.000 whenthen.py:1(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1721(_parse_hextet)
       26    0.000    0.000    0.000    0.000 __init__.py:133(run_sync)
        1    0.000    0.000    0.074    0.074 stencil.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:244(_check_versions)
       20    0.000    0.000    0.000    0.000 _available_if.py:93(<lambda>)
        1    0.000    0.000    0.001    0.001 traceback.py:399(_extract_from_extended_frame_gen)
        8    0.000    0.000    0.000    0.000 random.py:126(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        4    0.000    0.000    0.000    0.000 docscrape.py:371(_parse_summary)
        1    0.000    0.000    0.005    0.005 ffi.py:112(_load_lib)
        1    0.000    0.000    0.000    0.000 boxing.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 ptutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orcjit.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _lda.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000   21.827   21.827 pool.py:671(_help_stuff_finish)
    27/18    0.000    0.000    0.000    0.000 typing.py:237(_type_repr)
        1    0.000    0.000    0.000    0.000 base_events.py:409(BaseEventLoop)
        6    0.000    0.000    0.001    0.000 _internal.py:652(_dtype_from_pep3118)
        1    0.000    0.000    0.001    0.001 scalars.py:1(<module>)
       20    0.000    0.000    0.000    0.000 scalars.py:41(from_bitwidth)
        2    0.000    0.000    0.000    0.000 getlimits.py:589(smallest_normal)
        3    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _compressed.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.001    0.001 wcwidth.py:1(<module>)
        1    0.000    0.000    0.042    0.042 _nca.py:1(<module>)
        1    0.000    0.000    0.004    0.004 npytypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 event.py:1(<module>)
       24    0.000    0.000    0.000    0.000 argparse.py:279(add_arguments)
        1    0.000    0.000    0.001    0.001 md.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:527(Image)
       10    0.000    0.000    0.001    0.000 platform.py:1143(python_implementation)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1157(_make_netmask)
       44    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
        1    0.000    0.000    0.003    0.003 generator.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _callback.py:1(<module>)
       12    0.000    0.000    0.004    0.000 __init__.py:692(search)
        1    0.000    0.000    0.001    0.001 script.py:70(ScriptMagics)
       29    0.000    0.000    0.000    0.000 cbook.py:1390(_to_unmasked_float_array)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mixins.py:92(NDArrayBackedExtensionArray)
       20    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3249(__new__)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.004    0.004 _entropy.py:1(<module>)
       53    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 core.py:1781(Group)
       22    0.000    0.000    0.000    0.000 targetconfig.py:110(make_prop)
        1    0.000    0.000    0.000    0.000 pylowering.py:1(<module>)
        8    0.000    0.000    0.000    0.000 selectors.py:347(__init__)
       12    0.000    0.000    0.000    0.000 _compat.py:67(register_colormap)
      163    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 base.py:21(BaseStringArrayMethods)
        1    0.000    0.000    0.001    0.001 loss.py:1(<module>)
      5/2    0.000    0.000    0.000    0.000 connection.py:429(_recv_bytes)
       78    0.000    0.000    0.000    0.000 util.py:110(get)
        1    0.000    0.000    0.000    0.000 object_file.py:1(<module>)
       12    0.000    0.000    0.004    0.000 __init__.py:794(<genexpr>)
        4    0.000    0.000    0.007    0.002 __init__.py:274(load)
        2    0.000    0.000    0.000    0.000 configurable.py:57(__init__)
        1    0.000    0.000    0.000    0.000 datetimelike.py:430(DatetimeTimedeltaMixin)
        1    0.000    0.000    0.001    0.001 ssh.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _tricontour.py:1(<module>)
       38    0.000    0.000    0.001    0.000 traceback.py:318(line)
        1    0.000    0.000    0.000    0.000 _construct.py:1(<module>)
       20    0.000    0.000    0.000    0.000 popen_fork.py:56(terminate)
        1    0.000    0.000    0.000    0.000 scaffold.py:52(Scaffold)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
        7    0.000    0.000    0.001    0.000 minidom.py:1996(parseString)
        1    0.000    0.000    0.001    0.001 _scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:488(_read_tzfile)
        1    0.000    0.000    0.001    0.001 _indexing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:84(TransformNode)
        2    0.000    0.000    0.003    0.002 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:1(<module>)
        1    0.000    0.000    0.001    0.001 vt100_parser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
       25    0.000    0.000    0.000    0.000 csp.py:6(csp_property)
        1    0.000    0.000    0.000    0.000 _kernel_pca.py:32(KernelPCA)
       16    0.000    0.000    0.000    0.000 rcsetup.py:96(_listify_validator)
        1    0.000    0.000    0.000    0.000 bed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 classes.py:60(BaseName)
       45    0.000    0.000    0.000    0.000 compiler_machinery.py:36(__init__)
       89    0.000    0.000    0.000    0.000 targets.py:42(<genexpr>)
       40    0.000    0.000    0.000    0.000 dataclasses.py:349(__set_name__)
        1    0.000    0.000    0.001    0.001 _linprog_highs.py:1(<module>)
        8    0.000    0.000    0.000    0.000 selectors.py:209(__init__)
       20    0.000    0.000    0.000    0.000 _available_if.py:16(__init__)
        2    0.000    0.000    0.001    0.001 arguments.py:1(<module>)
       40    0.000    0.000    0.000    0.000 rules.py:782(_join)
        3    0.000    0.000    0.000    0.000 traitlets.py:2397(__init__)
        1    0.000    0.000   21.821   21.821 pool.py:506(_handle_workers)
        1    0.000    0.000    0.000    0.000 _set_output.py:1(<module>)
        1    0.000    0.000    0.000    0.000 annotation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rolling.py:884(Window)
       10    0.000    0.000    0.004    0.000 core.py:5642(__init__)
        1    0.000    0.000    0.000    0.000 _optics.py:36(OPTICS)
       15    0.000    0.000    0.000    0.000 dtypes.py:1305(construct_from_string)
        1    0.000    0.000    0.002    0.002 page.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _polynomial.py:1(<module>)
